all,wc,polarity,pos.words,neg.words,text.var
all,13,0,-,-,"me to see him whirl around so.  Is the other one stuffed also?"""
all,0,NaN,-,-,
all,13,0.2773501,helped,-,"""No,"" said Dorothy, ""he's made of tin.""  And she helped the Woodman up"
all,1,0,-,-,again.
all,0,NaN,-,-,
all,12,0,-,-,"""That's why he nearly blunted my claws,"" said the Lion.  ""When they"
all,14,-1.06904497,-,"scratched, cold, shiver, run down",scratched against the tin it made a cold shiver run down my back.  What
all,9,0.33333333,tender,-,"is that little animal you are so tender of?"""
all,0,NaN,-,-,
all,7,0,-,-,"""He is my dog, Toto,"" answered Dorothy."
all,0,NaN,-,-,
all,10,0,-,-,"""Is he made of tin, or stuffed?"" asked the Lion."
all,0,NaN,-,-,
all,10,0,-,-,"""Neither.  He's a--a--a meat dog,"" said the girl."
all,0,NaN,-,-,
all,13,0.2773501,remarkably,-,"""Oh!  He's a curious animal and seems remarkably small, now that I look"
all,14,-0.26726124,-,biting,"at him.  No one would think of biting such a little thing, except a"
all,7,-0.37796447,like,"coward, sadly","coward like me,"" continued the Lion sadly."
all,0,NaN,-,-,
all,13,0,great,coward,"""What makes you a coward?"" asked Dorothy, looking at the great beast in"
all,10,0.31622777,wonder,-,"wonder, for he was as big as a small horse."
all,0,NaN,-,-,
all,13,-0.2773501,-,mystery,"""It's a mystery,"" replied the Lion.  ""I suppose I was born that way."
all,13,0.2773501,brave,-,"All the other animals in the forest naturally expect me to be brave,"
all,14,0,-,-,for the Lion is everywhere thought to be the King of Beasts.  I learned
all,13,0,-,-,that if I roared very loudly every living thing was frightened and got
all,15,-0.51639778,-,"awfully, scared",out of my way.  Whenever I've met a man I've been awfully scared; but I
all,16,0.25,fast,-,"just roared at him, and he has always run away as fast as he could go."
all,14,0,-,-,If the elephants and the tigers and the bears had ever tried to fight
all,15,-0.25819889,-,coward,"me, I should have run myself--I'm such a coward; but just as soon as"
all,17,0,-,-,"they hear me roar they all try to get away from me, and of course I let"
all,2,0,-,-,"them go."""
all,0,NaN,-,-,
all,13,0,right,coward,"""But that isn't right.  The King of Beasts shouldn't be a coward,"" said"
all,2,0,-,-,the Scarecrow.
all,0,NaN,-,-,
all,15,0,-,-,"""I know it,"" returned the Lion, wiping a tear from his eye with the tip"
all,14,-0.69487923,great,"sorrow, unhappy","of his tail.  ""It is my great sorrow, and makes my life very unhappy."
all,11,0,fast,danger,"But whenever there is danger, my heart begins to beat fast."""
all,0,NaN,-,-,
all,9,0,-,-,"""Perhaps you have heart disease,"" said the Tin Woodman."
all,0,NaN,-,-,
all,6,0,-,-,"""It may be,"" said the Lion."
all,0,NaN,-,-,
all,14,0.26726124,glad,-,"""If you have,"" continued the Tin Woodman, ""you ought to be glad, for it"
all,15,0.25819889,proves,-,"proves you have a heart.  For my part, I have no heart; so I cannot"
all,3,0,-,-,"have heart disease."""
all,0,NaN,-,-,
all,13,0.2773501,thoughtfully,-,"""Perhaps,"" said the Lion thoughtfully, ""if I had no heart I should not"
all,3,-0.57735027,-,coward,"be a coward."""
all,0,NaN,-,-,
all,6,0,-,-,"""Have you brains?"" asked the Scarecrow."
all,0,NaN,-,-,
all,11,0,-,-,"""I suppose so.  I've never looked to see,"" replied the Lion."
all,0,NaN,-,-,
all,16,0.25,great,-,"""I am going to the Great Oz to ask him to give me some,"" remarked the"
all,8,0,-,-,"Scarecrow, ""for my head is stuffed with straw."""
all,0,NaN,-,-,
all,15,0,-,-,"""And I am going to ask him to give me a heart,"" said the Woodman."
all,0,NaN,-,-,
all,16,0,-,-,"""And I am going to ask him to send Toto and me back to Kansas,"" added"
all,1,0,-,-,Dorothy.
all,0,NaN,-,-,
all,12,0,courage,cowardly,"""Do you think Oz could give me courage?"" asked the Cowardly Lion."
all,0,NaN,-,-,
all,12,0,-,-,"""Just as easily as he could give me brains,"" said the Scarecrow."
all,0,NaN,-,-,
all,9,0,-,-,"""Or give me a heart,"" said the Tin Woodman."
all,0,NaN,-,-,
all,8,0,-,-,"""Or send me back to Kansas,"" said Dorothy."
all,0,NaN,-,-,
all,14,0,-,-,"""Then, if you don't mind, I'll go with you,"" said the Lion, ""for my"
all,9,0,courage,unbearable,"life is simply unbearable without a bit of courage."""
all,0,NaN,-,-,
all,12,0.51961524,welcome,-,"""You will be very welcome,"" answered Dorothy, ""for you will help to"
all,14,-0.26726124,-,wild,keep away the other wild beasts.  It seems to me they must be more
all,13,-0.5547002,-,"cowardly, scare","cowardly than you are if they allow you to scare them so easily."""
all,0,NaN,-,-,
all,13,0,-,-,"""They really are,"" said the Lion, ""but that doesn't make me any braver,"
all,15,-0.51639778,-,"coward, unhappy","and as long as I know myself to be a coward I shall be unhappy."""
all,0,NaN,-,-,
all,13,0,-,-,"So once more the little company set off upon the journey, the Lion"
all,12,0,"stately, approve",-,walking with stately strides at Dorothy's side.  Toto did not approve of
all,14,0,-,-,"this new comrade at first, for he could not forget how nearly he had"
all,13,0,great,crushed,been crushed between the Lion's great jaws.  But after a time he became
all,14,0.21380899,ease,cowardly,"more at ease, and presently Toto and the Cowardly Lion had grown to be"
all,2,0.70710678,good,-,good friends.
all,0,NaN,-,-,
all,14,0.26726124,-,mar,During the rest of that day there was no other adventure to mar the
all,12,0.28867513,peace,-,"peace of their journey.  Once, indeed, the Tin Woodman stepped upon a"
all,12,-0.34641016,-,"killed, poor","beetle that was crawling along the road, and killed the poor little"
all,12,-0.51961524,-,unhappy,"thing.  This made the Tin Woodman very unhappy, for he was always"
all,14,0.26726124,-,hurt,careful not to hurt any living creature; and as he walked along he wept
all,12,-0.8660254,-,"sorrow, regret, slowly",several tears of sorrow and regret.  These tears ran slowly down his
all,13,0,-,-,"face and over the hinges of his jaw, and there they rusted.  When"
all,12,0,-,-,Dorothy presently asked him a question the Tin Woodman could not open
all,11,0,-,-,"his mouth, for his jaws were tightly rusted together.  He became"
all,12,0,-,-,greatly frightened at this and made many motions to Dorothy to relieve
all,13,0.2773501,-,puzzled,"him, but she could not understand.  The Lion was also puzzled to know"
all,12,-0.28867513,-,wrong,what was wrong.  But the Scarecrow seized the oil-can from Dorothy's
all,13,0,-,-,"basket and oiled the Woodman's jaws, so that after a few moments he"
all,6,0.40824829,well,-,could talk as well as before.
all,0,NaN,-,-,
all,15,0,-,-,"""This will serve me a lesson,"" said he, ""to look where I step.  For if"
all,13,-1.05393037,-,"kill, bug, cry","I should kill another bug or beetle I should surely cry again, and"
all,9,-0.33333333,-,rusts,"crying rusts my jaws so that I cannot speak."""
all,0,NaN,-,-,
all,12,0,-,-,"Thereafter he walked very carefully, with his eyes on the road, and"
all,17,0,-,-,"when he saw a tiny ant toiling by he would step over it, so as not to"
all,14,0.21380899,well,harm,"harm it.  The Tin Woodman knew very well he had no heart, and therefore"
all,12,-0.28867513,great,"cruel, unkind",he took great care never to be cruel or unkind to anything.
all,0,NaN,-,-,
all,12,0,-,-,"""You people with hearts,"" he said, ""have something to guide you, and"
all,15,0.25819889,-,wrong,"need never do wrong; but I have no heart, and so I must be very"
all,14,0,-,-,"careful.  When Oz gives me a heart of course I needn't mind so much."""
all,0,NaN,-,-,
all,0,NaN,-,-,
all,0,NaN,-,-,
all,0,NaN,-,-,
all,6,0.40824829,great,-,7.  The Journey to the Great Oz
all,0,NaN,-,-,
all,0,NaN,-,-,
all,14,0,-,-,They were obliged to camp out that night under a large tree in the
all,13,-0.2773501,good,-,"forest, for there were no houses near.  The tree made a good, thick"
all,13,0.2773501,protect,-,"covering to protect them from the dew, and the Tin Woodman chopped a"
all,14,0.53452248,"great, splendid",-,great pile of wood with his axe and Dorothy built a splendid fire that
all,15,-0.25819889,-,lonely,warmed her and made her feel less lonely.  She and Toto ate the last of
all,14,0,-,-,"their bread, and now she did not know what they would do for breakfast."
all,0,NaN,-,-,
all,15,-0.25819889,-,kill,"""If you wish,"" said the Lion, ""I will go into the forest and kill a"
all,15,0,-,-,"deer for you.  You can roast it by the fire, since your tastes are so"
all,13,0,prefer,peculiar,"peculiar that you prefer cooked food, and then you will have a very"
all,2,0.70710678,good,-,"good breakfast."""
all,0,NaN,-,-,
all,10,0,-,-,"""Don't!  Please don't,"" begged the Tin Woodman.  ""I should certainly"
all,14,-1.06904497,-,"weep, killed, poor, rust","weep if you killed a poor deer, and then my jaws would rust again."""
all,0,NaN,-,-,
all,15,0,-,-,"But the Lion went away into the forest and found his own supper, and no"
all,14,0,-,-,"one ever knew what it was, for he didn't mention it.  And the Scarecrow"
all,13,0,-,-,"found a tree full of nuts and filled Dorothy's basket with them, so"
all,14,-0.26726124,-,long time,that she would not be hungry for a long time.  She thought this was
all,12,0.80829038,"thoughtful, heartily",-,"very kind and thoughtful of the Scarecrow, but she laughed heartily at"
all,13,-0.5547002,-,"awkward, poor",the awkward way in which the poor creature picked up the nuts.  His
all,14,-0.26726124,-,clumsy,padded hands were so clumsy and the nuts were so small that he dropped
all,15,0,-,-,almost as many as he put in the basket.  But the Scarecrow did not mind
all,15,0,-,-,"how long it took him to fill the basket, for it enabled him to keep"
all,15,0,-,-,"away from the fire, as he feared a spark might get into his straw and"
all,15,0,good,burn,"burn him up.  So he kept a good distance away from the flames, and only"
all,14,0,-,-,came near to cover Dorothy with dry leaves when she lay down to sleep.
all,13,0.77658027,"warm, soundly",-,"These kept her very snug and warm, and she slept soundly until morning."
all,0,NaN,-,-,
all,13,0,-,-,"When it was daylight, the girl bathed her face in a little rippling"
all,11,0,-,-,"brook, and soon after they all started toward the Emerald City."
all,0,NaN,-,-,
all,14,0.26726124,eventful,-,This was to be an eventful day for the travelers.  They had hardly been
all,13,0.2773501,great,-,walking an hour when they saw before them a great ditch that crossed
all,14,0,-,-,the road and divided the forest as far as they could see on either
all,16,-0.25,-,crept,"side.  It was a very wide ditch, and when they crept up to the edge and"
all,14,0,-,-,"looked into it they could see it was also very deep, and there were"
all,13,-0.5547002,-,"jagged, steep","many big, jagged rocks at the bottom.  The sides were so steep that"
all,14,0,-,-,"none of them could climb down, and for a moment it seemed that their"
all,3,0,-,-,journey must end.
all,0,NaN,-,-,
all,7,-0.37796447,-,despairingly,"""What shall we do?"" asked Dorothy despairingly."
all,0,NaN,-,-,
all,13,0,-,-,"""I haven't the faintest idea,"" said the Tin Woodman, and the Lion shook"
all,6,0.40824829,thoughtful,-,his shaggy mane and looked thoughtful.
all,0,NaN,-,-,
all,12,0,-,-,"But the Scarecrow said, ""We cannot fly, that is certain.  Neither can"
all,13,0.2773501,great,-,"we climb down into this great ditch.  Therefore, if we cannot jump over"
all,7,0,-,-,"it, we must stop where we are."""
all,0,NaN,-,-,
all,13,-0.2773501,-,cowardly,"""I think I could jump over it,"" said the Cowardly Lion, after measuring"
all,6,0,-,-,the distance carefully in his mind.
all,0,NaN,-,-,
all,13,0.2773501,right,-,"""Then we are all right,"" answered the Scarecrow, ""for you can carry us"
all,9,0,-,-,"all over on your back, one at a time."""
all,0,NaN,-,-,
all,11,0.30151134,well,-,"""Well, I'll try it,"" said the Lion.  ""Who will go first?"""
all,0,NaN,-,-,
all,13,0,-,-,"""I will,"" declared the Scarecrow, ""for, if you found that you could not"
all,13,-0.5547002,-,"killed, badly","jump over the gulf, Dorothy would be killed, or the Tin Woodman badly"
all,16,-0.25,-,dented,dented on the rocks below.  But if I am on your back it will not matter
all,11,0.60302269,-,"fall, hurt","so much, for the fall would not hurt me at all."""
all,0,NaN,-,-,
all,12,-1.15470054,-,"terribly, afraid, falling, cowardly","""I am terribly afraid of falling, myself,"" said the Cowardly Lion, ""but"
all,17,0,-,-,I suppose there is nothing to do but try it.  So get on my back and we
all,4,0,-,-,"will make the attempt."""
all,0,NaN,-,-,
all,14,0,-,-,"The Scarecrow sat upon the Lion's back, and the big beast walked to the"
all,7,0,-,-,edge of the gulf and crouched down.
all,0,NaN,-,-,
all,9,0,-,-,"""Why don't you run and jump?"" asked the Scarecrow."
all,0,NaN,-,-,
all,12,0,-,-,"""Because that isn't the way we Lions do these things,"" he replied."
all,13,0.5547002,"great, safely",-,"Then giving a great spring, he shot through the air and landed safely"
all,14,0.48107024,pleased,-,on the other side.  They were all greatly pleased to see how easily he
all,14,0,-,-,"did it, and after the Scarecrow had got down from his back the Lion"
all,5,0,-,-,sprang across the ditch again.
all,0,NaN,-,-,
all,14,0,-,-,Dorothy thought she would go next; so she took Toto in her arms and
all,13,0,-,-,"climbed on the Lion's back, holding tightly to his mane with one hand."
all,14,0,-,-,The next moment it seemed as if she were flying through the air; and
all,15,0.25819889,safe,-,"then, before she had time to think about it, she was safe on the other"
all,14,0,-,-,"side.  The Lion went back a third time and got the Tin Woodman, and"
all,16,0,-,-,then they all sat down for a few moments to give the beast a chance to
all,14,0.74833148,"great, like",-,"rest, for his great leaps had made his breath short, and he panted like"
all,9,0,-,-,a big dog that has been running too long.
all,0,NaN,-,-,
all,14,-0.26726124,-,dark,"They found the forest very thick on this side, and it looked dark and"
all,12,-0.28867513,-,gloomy,gloomy.  After the Lion had rested they started along the road of
all,12,0,-,-,"yellow brick, silently wondering, each in his own mind, if ever they"
all,14,0.26726124,bright,-,would come to the end of the woods and reach the bright sunshine again.
all,12,-0.8660254,-,"discomfort, strange, noises","To add to their discomfort, they soon heard strange noises in the"
all,14,0,-,-,"depths of the forest, and the Lion whispered to them that it was in"
all,9,0,-,-,this part of the country that the Kalidahs lived.
all,0,NaN,-,-,
all,7,0,-,-,"""What are the Kalidahs?"" asked the girl."
all,0,NaN,-,-,
all,11,0.30151134,"like, like",monstrous,"""They are monstrous beasts with bodies like bears and heads like"
all,13,0.2773501,sharp,-,"tigers,"" replied the Lion, ""and with claws so long and sharp that they"
all,14,-0.53452248,-,"kill, terribly",could tear me in two as easily as I could kill Toto.  I'm terribly
all,4,-0.5,-,afraid,"afraid of the Kalidahs."""
all,0,NaN,-,-,
all,11,0,-,-,"""I'm not surprised that you are,"" returned Dorothy.  ""They must be"
all,2,-0.70710678,-,dreadful,"dreadful beasts."""
all,0,NaN,-,-,
all,13,0,-,-,The Lion was about to reply when suddenly they came to another gulf
all,15,0,-,-,across the road.  But this one was so broad and deep that the Lion knew
all,8,0,-,-,at once he could not leap across it.
all,0,NaN,-,-,
all,13,0,-,-,"So they sat down to consider what they should do, and after serious"
all,4,0,-,-,thought the Scarecrow said:
all,0,NaN,-,-,
all,14,0.26726124,great,-,"""Here is a great tree, standing close to the ditch.  If the Tin Woodman"
all,16,-0.25,-,fall,"can chop it down, so that it will fall to the other side, we can walk"
all,3,0,-,-,"across it easily."""
all,0,NaN,-,-,
all,13,-0.2773501,-,suspect,"""That is a first-rate idea,"" said the Lion.  ""One would almost suspect"
all,9,0,-,-,"you had brains in your head, instead of straw."""
all,0,NaN,-,-,
all,16,0.5,"work, sharp",-,"The Woodman set to work at once, and so sharp was his axe that the tree"
all,12,0.28867513,strong,-,was soon chopped nearly through.  Then the Lion put his strong front
all,14,-0.26726124,-,slowly,"legs against the tree and pushed with all his might, and slowly the big"
all,13,-0.2773501,top,"fell, crash","tree tipped and fell with a crash across the ditch, with its top"
all,5,0,-,-,branches on the other side.
all,0,NaN,-,-,
all,13,-0.2773501,sharp,"queer, growl",They had just started to cross this queer bridge when a sharp growl
all,14,0,-,-,"made them all look up, and to their horror they saw running toward them"
all,11,1.14574311,"great, like, like",-,two great beasts with bodies like bears and heads like tigers.
all,0,NaN,-,-,
all,11,-0.30151134,-,cowardly,"""They are the Kalidahs!"" said the Cowardly Lion, beginning to tremble."
all,0,NaN,-,-,
all,8,0,-,-,"""Quick!"" cried the Scarecrow.  ""Let us cross over."""
all,0,NaN,-,-,
all,12,0,-,-,"So Dorothy went first, holding Toto in her arms, the Tin Woodman"
all,11,0,-,-,"followed, and the Scarecrow came next.  The Lion, although he was"
all,13,-0.77658027,-,"afraid, loud","certainly afraid, turned to face the Kalidahs, and then he gave so loud"
all,12,-0.57735027,-,"terrible, fell",and terrible a roar that Dorothy screamed and the Scarecrow fell over
all,12,-0.57735027,-,"backward, fierce","backward, while even the fierce beasts stopped short and looked at him"
all,2,0,-,-,in surprise.
all,0,NaN,-,-,
all,12,0,-,-,"But, seeing they were bigger than the Lion, and remembering that there"
all,13,0,-,-,"were two of them and only one of him, the Kalidahs again rushed"
all,14,0,-,-,"forward, and the Lion crossed over the tree and turned to see what they"
all,11,-0.30151134,-,fierce,would do next.  Without stopping an instant the fierce beasts also
all,11,0,-,-,began to cross the tree.  And the Lion said to Dorothy:
all,0,NaN,-,-,
all,14,0.21380899,sharp,lost,"""We are lost, for they will surely tear us to pieces with their sharp"
all,15,0,-,-,"claws.  But stand close behind me, and I will fight them as long as I"
all,2,0,-,-,"am alive."""
all,0,NaN,-,-,
all,12,0,-,-,"""Wait a minute!"" called the Scarecrow.  He had been thinking what was"
all,16,0.25,best,-,"best to be done, and now he asked the Woodman to chop away the end of"
all,14,0,-,-,the tree that rested on their side of the ditch.  The Tin Woodman began
all,14,0,-,-,"to use his axe at once, and, just as the two Kalidahs were nearly"
all,13,-0.83205029,-,"fell, crash, ugly","across, the tree fell with a crash into the gulf, carrying the ugly,"
all,13,0.2773501,sharp,-,"snarling brutes with it, and both were dashed to pieces on the sharp"
all,4,0,-,-,rocks at the bottom.
all,0,NaN,-,-,
all,13,0.2773501,"well, relief",cowardly,"""Well,"" said the Cowardly Lion, drawing a long breath of relief, ""I see"
all,17,0.24253563,glad,-,"we are going to live a little while longer, and I am glad of it, for it"
all,12,0.05773503,-,uncomfortable,must be a very uncomfortable thing not to be alive.  Those creatures
all,10,-0.31622777,-,badly,"frightened me so badly that my heart is beating yet."""
all,0,NaN,-,-,
all,14,-0.26726124,-,sadly,"""Ah,"" said the Tin Woodman sadly, ""I wish I had a heart to beat."""
all,0,NaN,-,-,
all,13,-0.49923018,-,anxious,This adventure made the travelers more anxious than ever to get out of
all,13,0,fast,tired,"the forest, and they walked so fast that Dorothy became tired, and had"
all,13,0.77658027,"great, joy",-,to ride on the Lion's back.  To their great joy the trees became
all,11,0.60302269,"thinner, advanced",-,"thinner the farther they advanced, and in the afternoon they suddenly"
all,12,0,-,-,"came upon a broad river, flowing swiftly just before them.  On the"
all,14,0,-,-,other side of the water they could see the road of yellow brick running
all,10,0.63245553,"beautiful, bright",-,"through a beautiful country, with green meadows dotted with bright"
all,12,0.28867513,delicious,-,flowers and all the road bordered with trees hanging full of delicious
all,10,0.88543774,"pleased, delightful",-,fruits.  They were greatly pleased to see this delightful country
all,2,0,-,-,before them.
all,0,NaN,-,-,
all,8,0,-,-,"""How shall we cross the river?"" asked Dorothy."
all,0,NaN,-,-,
all,11,0,-,-,"""That is easily done,"" replied the Scarecrow.  ""The Tin Woodman must"
all,12,0,-,-,"build us a raft, so we can float to the other side."""
all,0,NaN,-,-,
all,15,0,-,-,So the Woodman took his axe and began to chop down small trees to make
all,14,0,-,-,"a raft, and while he was busy at this the Scarecrow found on the"
all,12,0.57735027,"fine, pleased",-,"riverbank a tree full of fine fruit.  This pleased Dorothy, who had"
all,15,0,-,-,"eaten nothing but nuts all day, and she made a hearty meal of the ripe"
all,1,0,-,-,fruit.
all,0,NaN,-,-,
all,15,0.25819889,industrious,-,"But it takes time to make a raft, even when one is as industrious and"
all,14,-0.26726124,work,-,"untiring as the Tin Woodman, and when night came the work was not done."
all,14,0.53452248,"cozy, well",-,So they found a cozy place under the trees where they slept well until
all,13,0.2773501,good,-,"the morning; and Dorothy dreamed of the Emerald City, and of the good"
all,13,0,-,-,"Wizard Oz, who would soon send her back to her own home again."
all,0,NaN,-,-,
all,0,NaN,-,-,
all,0,NaN,-,-,
all,0,NaN,-,-,
all,4,-0.5,-,deadly,8.  The Deadly Poppy Field
all,0,NaN,-,-,
all,0,NaN,-,-,
all,11,0.30151134,refreshed,-,Our little party of travelers awakened the next morning refreshed and
all,12,0.28867513,like,-,"full of hope, and Dorothy breakfasted like a princess off peaches and"
all,13,-0.2773501,-,dark,plums from the trees beside the river.  Behind them was the dark forest
all,10,0,safely,suffered,"they had passed safely through, although they had suffered many"
all,10,0.31622777,lovely,-,"discouragements; but before them was a lovely, sunny country that"
all,9,0.33333333,beckon,-,seemed to beckon them on to the Emerald City.
all,0,NaN,-,-,
all,14,0.26726124,beautiful,-,"To be sure, the broad river now cut them off from this beautiful land."
all,15,0,-,-,"But the raft was nearly done, and after the Tin Woodman had cut a few"
all,12,0.28867513,ready,-,"more logs and fastened them together with wooden pins, they were ready"
all,15,0,-,-,to start.  Dorothy sat down in the middle of the raft and held Toto in
all,12,-0.28867513,-,cowardly,her arms.  When the Cowardly Lion stepped upon the raft it tipped
all,14,-0.26726124,-,badly,"badly, for he was big and heavy; but the Scarecrow and the Tin Woodman"
all,15,0.25819889,steady,-,"stood upon the other end to steady it, and they had long poles in their"
all,8,0,-,-,hands to push the raft through the water.
all,0,NaN,-,-,
all,14,0.48107024,well,-,"They got along quite well at first, but when they reached the middle of"
all,11,0.30151134,swift,-,"the river the swift current swept the raft downstream, farther and"
all,14,0,-,-,farther away from the road of yellow brick.  And the water grew so deep
all,9,0,-,-,that the long poles would not touch the bottom.
all,0,NaN,-,-,
all,15,-0.25819889,-,bad,"""This is bad,"" said the Tin Woodman, ""for if we cannot get to the land"
all,14,-0.26726124,-,wicked,"we shall be carried into the country of the Wicked Witch of the West,"
all,10,0,enchant,slaves,"and she will enchant us and make us her slaves."""
all,0,NaN,-,-,
all,10,0,-,-,"""And then I should get no brains,"" said the Scarecrow."
all,0,NaN,-,-,
all,10,-0.63245553,courage,cowardly,"""And I should get no courage,"" said the Cowardly Lion."
all,0,NaN,-,-,
all,10,0,-,-,"""And I should get no heart,"" said the Tin Woodman."
all,0,NaN,-,-,
all,10,0,-,-,"""And I should never get back to Kansas,"" said Dorothy."
all,0,NaN,-,-,
all,13,0,-,-,"""We must certainly get to the Emerald City if we can,"" the Scarecrow"
all,15,-0.25819889,fast,"hard, stuck","continued, and he pushed so hard on his long pole that it stuck fast in"
all,15,0,-,-,"the mud at the bottom of the river.  Then, before he could pull it out"
all,15,-0.25819889,-,poor,"again--or let go--the raft was swept away, and the poor Scarecrow was left"
all,10,0,-,-,clinging to the pole in the middle of the river.
all,0,NaN,-,-,
all,13,-0.49923018,-,sorry,"""Good-bye!"" he called after them, and they were very sorry to leave"
all,11,0,fortunately,cry,"him.  Indeed, the Tin Woodman began to cry, but fortunately remembered"
all,12,-0.28867513,-,rust,"that he might rust, and so dried his tears on Dorothy's apron."
all,0,NaN,-,-,
all,10,-0.31622777,-,bad,Of course this was a bad thing for the Scarecrow.
all,0,NaN,-,-,
all,14,-0.26726124,-,worse,"""I am now worse off than when I first met Dorothy,"" he thought.  ""Then,"
all,15,-0.51639778,-,"stuck, scare","I was stuck on a pole in a cornfield, where I could make-believe scare"
all,14,0,-,-,"the crows, at any rate.  But surely there is no use for a Scarecrow"
all,16,-0.5,-,"stuck, afraid",stuck on a pole in the middle of a river.  I am afraid I shall never
all,5,0,-,-,"have any brains, after all!"""
all,0,NaN,-,-,
all,13,-0.2773501,-,poor,"Down the stream the raft floated, and the poor Scarecrow was left far"
all,5,0,-,-,behind.  Then the Lion said:
all,0,NaN,-,-,
all,15,0,-,-,"""Something must be done to save us.  I think I can swim to the shore"
all,17,0.04850713,fast,-,"and pull the raft after me, if you will only hold fast to the tip of my"
all,1,0,-,-,"tail."""
all,0,NaN,-,-,
all,14,0.26726124,fast,-,"So he sprang into the water, and the Tin Woodman caught fast hold of"
all,14,0,-,-,his tail.  Then the Lion began to swim with all his might toward the
all,15,0,work,hard,"shore.  It was hard work, although he was so big; but by and by they"
all,13,0,-,-,"were drawn out of the current, and then Dorothy took the Tin Woodman's"
all,10,0.31622777,helped,-,long pole and helped push the raft to the land.
all,0,NaN,-,-,
all,14,-0.26726124,-,tired,They were all tired out when they reached the shore at last and stepped
all,14,0.26726124,pretty,-,"off upon the pretty green grass, and they also knew that the stream had"
all,15,0.25819889,led,-,carried them a long way past the road of yellow brick that led to the
all,2,0,-,-,Emerald City.
all,0,NaN,-,-,
all,15,0,-,-,"""What shall we do now?"" asked the Tin Woodman, as the Lion lay down on"
all,8,0,-,-,the grass to let the sun dry him.
all,0,NaN,-,-,
all,12,0,-,-,"""We must get back to the road, in some way,"" said Dorothy."
all,0,NaN,-,-,
all,15,0.25819889,best,-,"""The best plan will be to walk along the riverbank until we come to the"
all,5,0,-,-,"road again,"" remarked the Lion."
all,0,NaN,-,-,
all,12,0,-,-,"So, when they were rested, Dorothy picked up her basket and they"
all,13,0,-,-,"started along the grassy bank, to the road from which the river had"
all,12,0.28867513,lovely,-,"carried them.  It was a lovely country, with plenty of flowers and"
all,14,0.53452248,cheer,sorry,"fruit trees and sunshine to cheer them, and had they not felt so sorry"
all,10,0.25298221,happy,poor,"for the poor Scarecrow, they could have been very happy."
all,0,NaN,-,-,
all,13,0.2773501,fast,-,"They walked along as fast as they could, Dorothy only stopping once to"
all,13,0.2773501,beautiful,-,pick a beautiful flower; and after a time the Tin Woodman cried out:
all,1,0,-,-,"""Look!"""
all,0,NaN,-,-,
all,13,0,-,-,Then they all looked at the river and saw the Scarecrow perched upon
all,13,-0.99846035,-,"lonely, sad","his pole in the middle of the water, looking very lonely and sad."
all,0,NaN,-,-,
all,9,0,-,-,"""What can we do to save him?"" asked Dorothy."
all,0,NaN,-,-,
all,14,0,-,-,"The Lion and the Woodman both shook their heads, for they did not know."
all,13,0,-,-,So they sat down upon the bank and gazed wistfully at the Scarecrow
all,14,0,-,-,"until a Stork flew by, who, upon seeing them, stopped to rest at the"
all,2,0,-,-,water's edge.
all,0,NaN,-,-,
all,11,0,-,-,"""Who are you and where are you going?"" asked the Stork."
all,0,NaN,-,-,
all,13,0,-,-,"""I am Dorothy,"" answered the girl, ""and these are my friends, the Tin"
all,13,-0.2773501,-,cowardly,"Woodman and the Cowardly Lion;  and we are going to the Emerald City."""
all,0,NaN,-,-,
all,14,-0.26726124,-,twisted,"""This isn't the road,"" said the Stork, as she twisted her long neck and"
all,6,-0.81649658,-,"sharply, queer",looked sharply at the queer party.
all,0,NaN,-,-,
all,13,-0.2773501,-,lost,"""I know it,"" returned Dorothy, ""but we have lost the Scarecrow, and are"
all,7,0,-,-,"wondering how we shall get him again."""
all,0,NaN,-,-,
all,6,0,-,-,"""Where is he?"" asked the Stork."
all,0,NaN,-,-,
all,9,0,-,-,"""Over there in the river,"" answered the little girl."
all,0,NaN,-,-,
all,15,0,-,-,"""If he wasn't so big and heavy I would get him for you,"" remarked the"
all,1,0,-,-,Stork.
all,0,NaN,-,-,
all,13,0.2773501,eagerly,-,"""He isn't heavy a bit,"" said Dorothy eagerly, ""for he is stuffed with"
all,15,0.25819889,thank,-,"straw; and if you will bring him back to us, we shall thank you ever"
all,4,0,-,-,"and ever so much."""
all,0,NaN,-,-,
all,15,0.25819889,well,-,"""Well, I'll try,"" said the Stork, ""but if I find he is too heavy to"
all,11,0,-,-,"carry I shall have to drop him in the river again."""
all,0,NaN,-,-,
all,16,0,-,-,So the big bird flew into the air and over the water till she came to
all,13,0,-,-,where the Scarecrow was perched upon his pole.  Then the Stork with her
all,13,0.2773501,great,-,great claws grabbed the Scarecrow by the arm and carried him up into
all,15,0,-,-,"the air and back to the bank, where Dorothy and the Lion and the Tin"
all,5,0,-,-,Woodman and Toto were sitting.
all,0,NaN,-,-,
all,12,0,-,-,"When the Scarecrow found himself among his friends again, he was so"
all,14,0.26726124,happy,-,"happy that he hugged them all, even the Lion and Toto; and as they"
all,16,0,-,-,"walked along he sang ""Tol-de-ri-de-oh!"" at every step, he felt so gay."
all,0,NaN,-,-,
all,14,-0.26726124,-,afraid,"""I was afraid I should have to stay in the river forever,"" he said,"
all,16,0,-,-,"""but the kind Stork saved me, and if I ever get any brains I shall find"
all,10,0.31622777,kindness,-,"the Stork again and do her some kindness in return."""
all,0,NaN,-,-,
